lengthscale,likelihood_variance,kernel_variance,trainable_kernel,trainable_variance,trainable_lengthscale,avg_rmse,rmse_list,avg_mape,mape_list
"[2, 0.008, 0.008]",400.0,,1.0,0.0,1.0,17.198625560018147,"[12.392748068081326, 12.490940231078387, 18.355401328528973, 22.49526554098684, 13.97650697595383, 20.928436658019418, 15.450300003105971, 11.880319201876942, 20.92206443687476, 23.094273155675]",0.411398259044096,"[0.5894157159175538, 0.5335485148519985, 0.3432641683844281, 0.29294508292028915, 0.4840421670195566, 0.3727039052933893, 0.26586530837830397, 0.6265863369038205, 0.3169000879934507, 0.28871130277816975]"
