lengthscale,likelihood_variance,kernel_variance,trainable_kernel,trainable_variance,trainable_lengthscale,avg_rmse,rmse_list,avg_mape,mape_list
"[2, 0.008, 0.008]",400.0,,1.0,0.0,1.0,16.877510507654154,"[12.638214603741016, 22.159277937464626, 10.63045731661557, 16.050430237146696, 14.22064590909618, 20.841724690067746, 15.494020345189183, 12.889885966027427, 20.815040220841407, 23.03540785035169]",0.383402490677985,"[0.589531716320795, 0.28962791585388287, 0.3982307169734864, 0.2588068303070695, 0.4887412002579675, 0.3713255108332165, 0.26413592154488996, 0.5659192590864704, 0.3190992954134291, 0.28860654018864185]"
