lengthscale,likelihood_variance,kernel_variance,trainable_kernel,trainable_variance,trainable_lengthscale,avg_rmse,rmse_list,avg_mape,mape_list
"[2, 0.008, 0.008, 3, 5]",400.0,,1.0,0.0,1.0,4.742813178064591,"[4.222482671790213, 4.288681380495784, 4.2707345393054235, 6.0847679678905, 5.556675666116555, 4.165125121065988, 4.486283294774524, 4.371660801214021, 4.186619249059293, 5.795101088933606]",0.04948211618759025,"[0.04246274639361953, 0.043003728193338524, 0.04277993014778802, 0.07114661092231053, 0.05439882225582732, 0.04217679697499986, 0.04756715293106279, 0.04389695155314492, 0.0424669960029025, 0.06492142650090843]"
