lengthscale,likelihood_variance,kernel_variance,trainable_kernel,trainable_variance,trainable_lengthscale,avg_rmse,rmse_list,avg_mape,mape_list
"[0.008, 0.008, 2]",400.0,,1.0,0.0,1.0,17.602283913305843,"[11.357703684120983, 21.784479591116558, 10.642979615491374, 16.137419666626414, 14.217015350327113, 22.683998950042604, 16.83702882017617, 13.74363949037157, 24.066536477463124, 24.552037487322494]",0.4333220973865197,"[0.7324530404566082, 0.2928445948231008, 0.39467173636965136, 0.25240960334489276, 0.48885564676035914, 0.4498863473569986, 0.3469852721580636, 0.5960556637184437, 0.4387343836518835, 0.3403246852251957]"
