lengthscale,likelihood_variance,kernel_variance,trainable_kernel,trainable_variance,trainable_lengthscale,avg_rmse,rmse_list,avg_mape,mape_list
"[0.08, 0.08, 1]",400.0,625.0,1.0,1.0,0.0,19.076342337859824,"[17.49860524114036, 14.737324229449857, 18.07054271104073, 17.73967553086605, 22.87622397843657, 13.87294490310558, 13.259014053349143, 14.589610411005133, 30.830132559264403, 14.457090083979208, 13.148916793574758, 16.50673490510527, 12.386657653428397, 15.610548157683212, 17.607664060669663, 20.09841655428491, 20.730718834681387, 40.537001588936484, 17.142790879149928, 19.685520655533267, 21.075429714033923, 37.633619952904525, 13.136391458729683, 20.967691214460835, 23.772450276592547, 13.028443390687663, 13.819202201899047, 18.084940279188874, 21.583755465833775, 11.041898492330677, 31.179323620380277, 14.187035593070487, 22.38954654447068, 15.30977749796685]",0.47642638022888817,"[0.261523758626836, 0.6507284039253426, 0.763797387319774, 0.30677651026797675, 0.30328964687191134, 0.4253618045221795, 0.5830968947694315, 0.6781906420400232, 0.3667250281852595, 0.6023062284443518, 0.49812469891024036, 0.9217415723424243, 0.40359869916192653, 0.285453803636439, 1.2360834175457889, 0.3540438936234849, 0.2992965020546718, 0.38363987846305764, 0.4611755923505158, 0.3044159707838566, 0.3851898261938104, 0.3555225290990527, 0.4927423153873552, 0.9509203445273738, 0.32281055589953295, 0.40076629626782617, 0.3625335928911453, 0.4556007439673679, 0.30076022922928347, 0.4897896188437789, 0.34741104015122215, 0.5520413018568103, 0.3190024691247968, 0.3740357304973514]"
